order_id,order_date_id,customer_id,product_id,location_id,quantity,cost_price,selling_price,discount_amount,shipping_cost,revenue,net_profit,order_status,payment_method,date,day,month,month_name,quarter,year,week_day,customer_name,gender,age_group,product_name,category,sub_category,brand,country,state,city,region
ORD-0002324,20220902,CUST-00295,PROD-0044,LOC-0041,1,64.53,102.1,0.0,12.56,102.1,25.01,Pending,Debit Card,2022-09-02,2,9,September,Q3,2022,Friday,Alice Hernandez,Female,18-24,Chuck Taylor All Star,Clothing,Footwear,Converse,Germany,North Rhine-Westphalia,Cologne,West
ORD-0002325,20220902,CUST-00001,PROD-0038,LOC-0013,1,62.34,90.78,0.0,11.34,90.78,17.1,Delivered,Credit Card,2022-09-02,2,9,September,Q3,2022,Friday,Layla White,Female,45-54,High-Waist Wide Leg Trousers,Clothing,Women's Wear,Mango,Canada,Quebec,Montreal,East
ORD-0002326,20220902,CUST-00020,PROD-0101,LOC-0020,1,24.14,30.8,0.0,4.33,30.8,2.33,Delivered,Credit Card,2022-09-02,2,9,September,Q3,2022,Friday,Sophia Bauer,Female,18-24,Classic Notebook Large,Office,Stationery,Moleskine,UK,England,Birmingham,Midlands
ORD-0002327,20220902,CUST-00287,PROD-0081,LOC-0045,1,19.66,31.33,3.47,7.59,27.86,0.61,Cancelled,Debit Card,2022-09-02,2,9,September,Q3,2022,Friday,Kenji Johnson,Male,45-54,Ruby Woo Lipstick,Beauty,Makeup,MAC,France,Auvergne-Rhone-Alpes,Lyon,Southeast
ORD-0002328,20220902,CUST-00021,PROD-0010,LOC-0042,1,1266.94,1447.24,31.24,17.58,1416.0,131.48,Delivered,Credit Card,2022-09-02,2,9,September,Q3,2022,Friday,Joyce Walker,Female,55+,Spectre x360,Electronics,Laptops,HP,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0002329,20220903,CUST-00136,PROD-0058,LOC-0019,1,439.56,561.45,1.34,48.27,560.11,72.28,Pending,Credit Card,2022-09-03,3,9,September,Q3,2022,Saturday,Thomas Sato,Male,45-54,Stand Mixer 5Qt,Home & Kitchen,Appliances,KitchenAid,UK,England,Manchester,North
ORD-0002330,20220903,CUST-00221,PROD-0036,LOC-0031,1,74.12,137.22,0.0,11.72,137.22,51.38,Delivered,UPI,2022-09-03,3,9,September,Q3,2022,Saturday,Paul Nair,Male,35-44,Floral Midi Dress,Clothing,Women's Wear,Zara,India,Karnataka,Bangalore,South
ORD-0002331,20220903,CUST-00406,PROD-0067,LOC-0042,1,83.8,137.17,0.0,11.99,137.17,41.38,Delivered,Debit Card,2022-09-03,3,9,September,Q3,2022,Saturday,Sandra Torres,Female,55+,GO Suspension Trainer,Sports,Fitness,TRX,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0002332,20220904,CUST-00102,PROD-0074,LOC-0011,1,7.07,11.68,0.0,6.25,11.68,-1.64,Cancelled,Credit Card,2022-09-04,4,9,September,Q3,2022,Sunday,Oliver Roberts,Male,25-34,Niacinamide 10% Serum 30ml,Beauty,Skincare,The Ordinary,Canada,Ontario,Toronto,East
ORD-0002333,20220904,CUST-00322,PROD-0070,LOC-0002,1,236.73,344.47,24.88,12.47,319.59,70.39,Delivered,Cash on Delivery,2022-09-04,4,9,September,Q3,2022,Sunday,Hassan Rivera,Male,35-44,Atmos AG 65 Backpack,Sports,Outdoor,Osprey,USA,California,San Francisco,West
ORD-0002334,20220904,CUST-00191,PROD-0053,LOC-0003,1,31.42,46.73,0.0,18.88,46.73,-3.57,Delivered,Debit Card,2022-09-04,4,9,September,Q3,2022,Sunday,Amanda Nair,Female,18-24,Cast Iron Skillet 12-Inch,Home & Kitchen,Cookware,Lodge,USA,Texas,Houston,South
ORD-0002335,20220905,CUST-00419,PROD-0063,LOC-0040,1,90.76,135.76,10.71,13.82,125.05,20.47,Delivered,Debit Card,2022-09-05,5,9,September,Q3,2022,Monday,Tyler Clark,Male,35-44,Mattress Protector Queen,Home & Kitchen,Bedding,Purple,Germany,Hamburg,Hamburg,North
ORD-0002336,20220905,CUST-00317,PROD-0057,LOC-0030,1,114.72,166.64,0.0,23.65,166.64,28.27,Returned,Debit Card,2022-09-05,5,9,September,Q3,2022,Monday,Joseph Moreau,Male,18-24,3000 Series Air Fryer,Home & Kitchen,Appliances,Philips,India,Maharashtra,Mumbai,West
ORD-0002337,20220905,CUST-00323,PROD-0021,LOC-0045,2,410.53,517.88,0.0,44.95,1035.76,169.75,Delivered,Credit Card,2022-09-05,5,9,September,Q3,2022,Monday,Hiroshi Singh,Male,25-34,Era 300 Speaker,Electronics,Audio,Sonos,France,Auvergne-Rhone-Alpes,Lyon,Southeast
ORD-0002338,20220905,CUST-00007,PROD-0009,LOC-0033,1,1703.88,2058.87,0.0,22.84,2058.87,332.15,Delivered,Debit Card,2022-09-05,5,9,September,Q3,2022,Monday,Jerry Nakamura,Male,18-24,XPS 15,Electronics,Laptops,Dell,India,Maharashtra,Pune,West
ORD-0002339,20220905,CUST-00365,PROD-0034,LOC-0039,1,101.52,166.96,0.0,10.37,166.96,55.07,Delivered,Cash on Delivery,2022-09-05,5,9,September,Q3,2022,Monday,Alice Kobayashi,Female,25-34,Slim Fit Blazer,Clothing,Men's Wear,Zara,Germany,Berlin,Berlin,North
ORD-0002340,20220906,CUST-00099,PROD-0060,LOC-0023,1,673.27,926.64,0.0,32.58,926.64,220.79,Delivered,Debit Card,2022-09-06,6,9,September,Q3,2022,Tuesday,Edward Hughes,Male,18-24,V15 Detect Vacuum,Home & Kitchen,Appliances,Dyson,UK,Northern Ireland,Belfast,North
ORD-0002341,20220906,CUST-00109,PROD-0103,LOC-0042,1,80.25,105.62,9.27,9.66,96.35,6.44,Delivered,Debit Card,2022-09-06,6,9,September,Q3,2022,Tuesday,William Martin,Male,45-54,C920 HD Webcam,Office,Electronics,Logitech,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0002342,20220906,CUST-00065,PROD-0085,LOC-0035,2,14.85,19.73,0.0,11.29,39.46,-1.53,Delivered,Cash on Delivery,2022-09-06,6,9,September,Q3,2022,Tuesday,Linda Ramirez,Female,35-44,The Midnight Library,Books,Fiction,Random House,India,Tamil Nadu,Chennai,South
ORD-0002343,20220906,CUST-00145,PROD-0097,LOC-0046,2,298.52,442.24,0.0,26.71,884.48,260.73,Shipped,Debit Card,2022-09-06,6,9,September,Q3,2022,Tuesday,Jack Petit,Male,35-44,Technic Bugatti Chiron,Toys & Games,Building Sets,LEGO,France,Provence-Alpes-Cote d Azur,Marseille,South
ORD-0002344,20220906,CUST-00224,PROD-0095,LOC-0006,4,37.61,45.83,0.0,17.51,183.32,15.37,Delivered,Debit Card,2022-09-06,6,9,September,Q3,2022,Tuesday,Eric Bernard,Male,25-34,Gold Standard Whey 2lb,Grocery,Health,Optimum Nutrition,USA,Florida,Miami,Southeast
ORD-0002345,20220907,CUST-00224,PROD-0013,LOC-0028,1,822.27,927.85,22.13,14.99,905.72,68.46,Delivered,Cash on Delivery,2022-09-07,7,9,September,Q3,2022,Wednesday,Eric Bernard,Male,25-34,iPad Pro 12.9-inch,Electronics,Tablets,Apple,Australia,South Australia,Adelaide,South
ORD-0002346,20220907,CUST-00059,PROD-0090,LOC-0055,5,14.85,16.84,2.24,17.43,81.96,-9.72,Delivered,Cash on Delivery,2022-09-07,7,9,September,Q3,2022,Wednesday,Amelia Sharma,Female,35-44,Pike Place Ground Coffee 1lb,Grocery,Coffee & Tea,Starbucks,Japan,Fukuoka,Fukuoka,South
ORD-0002347,20220907,CUST-00154,PROD-0102,LOC-0011,1,25.56,39.12,0.0,6.94,39.12,6.62,Delivered,Credit Card,2022-09-07,7,9,September,Q3,2022,Wednesday,Kathleen Torres,Female,45-54,A5 Dotted Bullet Journal,Office,Stationery,Leuchtturm,Canada,Ontario,Toronto,East
ORD-0002348,20220907,CUST-00322,PROD-0093,LOC-0024,2,36.61,40.89,0.0,51.88,81.78,-43.32,Shipped,Cash on Delivery,2022-09-07,7,9,September,Q3,2022,Wednesday,Hassan Rivera,Male,35-44,Energy Drink 250ml x24,Grocery,Beverages,Red Bull,Australia,New South Wales,Sydney,East
ORD-0002349,20220907,CUST-00263,PROD-0031,LOC-0005,1,30.03,50.9,3.62,2.92,47.28,14.33,Delivered,Debit Card,2022-09-07,7,9,September,Q3,2022,Wednesday,Jack Reddy,Male,35-44,Dri-FIT Training T-Shirt,Clothing,Men's Wear,Nike,USA,New York,New York City,Northeast
ORD-0002350,20220908,CUST-00157,PROD-0053,LOC-0029,1,39.93,53.78,0.0,27.81,53.78,-13.96,Delivered,Cash on Delivery,2022-09-08,8,9,September,Q3,2022,Thursday,Elijah Miller,Male,25-34,Cast Iron Skillet 12-Inch,Home & Kitchen,Cookware,Lodge,Australia,Australian Capital Territory,Canberra,East
ORD-0002351,20220908,CUST-00100,PROD-0020,LOC-0048,1,170.37,213.76,16.41,10.62,197.35,16.36,Cancelled,Cash on Delivery,2022-09-08,8,9,September,Q3,2022,Thursday,Stephen Iyer,Male,35-44,Charge 5 Speaker,Electronics,Audio,JBL,France,Nouvelle-Aquitaine,Bordeaux,Southwest
ORD-0002352,20220908,CUST-00203,PROD-0024,LOC-0028,2,1751.56,2118.04,120.94,20.91,4115.14,591.11,Shipped,Cash on Delivery,2022-09-08,8,9,September,Q3,2022,Thursday,Jason Roberts,Male,25-34,Z6 II Mirrorless,Electronics,Cameras,Nikon,Australia,South Australia,Adelaide,South
ORD-0002353,20220908,CUST-00405,PROD-0095,LOC-0054,4,32.08,37.69,0.0,37.88,150.76,-15.44,Delivered,Credit Card,2022-09-08,8,9,September,Q3,2022,Thursday,Cheryl Simon,Female,55+,Gold Standard Whey 2lb,Grocery,Health,Optimum Nutrition,Japan,Hokkaido,Sapporo,North
ORD-0002354,20220908,CUST-00391,PROD-0025,LOC-0030,1,319.28,408.5,0.0,4.9,408.5,84.32,Delivered,Debit Card,2022-09-08,8,9,September,Q3,2022,Thursday,Megan Campbell,Female,35-44,HERO11 Black,Electronics,Cameras,GoPro,India,Maharashtra,Mumbai,West
ORD-0002355,20220909,CUST-00328,PROD-0036,LOC-0012,1,63.5,111.24,11.84,11.7,99.4,24.2,Delivered,Cash on Delivery,2022-09-09,9,9,September,Q3,2022,Friday,Sandra Hughes,Female,25-34,Floral Midi Dress,Clothing,Women's Wear,Zara,Canada,British Columbia,Vancouver,West
ORD-0002356,20220909,CUST-00179,PROD-0018,LOC-0013,1,304.89,388.28,31.48,12.95,356.8,38.96,Shipped,Credit Card,2022-09-09,9,9,September,Q3,2022,Friday,Sharon Robinson,Female,25-34,QuietComfort 45,Electronics,Audio,Bose,Canada,Quebec,Montreal,East
ORD-0002357,20220909,CUST-00055,PROD-0032,LOC-0030,1,94.93,161.88,4.81,9.15,157.07,52.99,Delivered,Credit Card,2022-09-09,9,9,September,Q3,2022,Friday,Gary Iyer,Male,25-34,Classic Polo Shirt,Clothing,Men's Wear,Ralph Lauren,India,Maharashtra,Mumbai,West
ORD-0002358,20220909,CUST-00398,PROD-0019,LOC-0012,1,234.82,295.87,0.0,7.21,295.87,53.84,Delivered,Credit Card,2022-09-09,9,9,September,Q3,2022,Friday,Isabella Schulz,Female,55+,AirPods Pro 2nd Gen,Electronics,Audio,Apple,Canada,British Columbia,Vancouver,West
ORD-0002359,20220909,CUST-00241,PROD-0011,LOC-0043,2,1446.78,1757.0,0.0,22.72,3514.0,597.72,Delivered,Debit Card,2022-09-09,9,9,September,Q3,2022,Friday,Helen Hernandez,Female,45-54,ThinkPad X1 Carbon,Electronics,Laptops,Lenovo,Germany,Hesse,Frankfurt,Central
ORD-0002360,20220910,CUST-00322,PROD-0044,LOC-0022,1,60.62,109.88,1.82,12.8,108.06,34.64,Pending,Debit Card,2022-09-10,10,9,September,Q3,2022,Saturday,Hassan Rivera,Male,35-44,Chuck Taylor All Star,Clothing,Footwear,Converse,UK,Wales,Cardiff,West
ORD-0002361,20220910,CUST-00255,PROD-0060,LOC-0052,1,671.53,969.58,0.0,26.98,969.58,271.07,Delivered,Debit Card,2022-09-10,10,9,September,Q3,2022,Saturday,Ryota Young,Male,25-34,V15 Detect Vacuum,Home & Kitchen,Appliances,Dyson,Japan,Kanagawa,Yokohama,East
ORD-0002362,20220910,CUST-00179,PROD-0091,LOC-0003,4,24.84,27.05,0.0,9.91,108.2,-1.07,Cancelled,Credit Card,2022-09-10,10,9,September,Q3,2022,Saturday,Sharon Robinson,Female,25-34,Bars Variety Pack x24,Grocery,Snacks,Kind,USA,Texas,Houston,South
ORD-0002363,20220911,CUST-00216,PROD-0078,LOC-0018,2,395.78,836.5,32.6,20.59,1640.4,828.25,Cancelled,Cash on Delivery,2022-09-11,11,9,September,Q3,2022,Sunday,Takeshi Campbell,Male,18-24,Supersonic Hair Dryer,Beauty,Haircare,Dyson,UK,Scotland,Edinburgh,North
ORD-0002364,20220911,CUST-00406,PROD-0051,LOC-0039,1,120.2,182.03,0.0,18.51,182.03,43.32,Returned,Debit Card,2022-09-11,11,9,September,Q3,2022,Sunday,Sandra Torres,Female,55+,D3 Stainless 12-Inch Pan,Home & Kitchen,Cookware,All-Clad,Germany,Berlin,Berlin,North
ORD-0002365,20220911,CUST-00095,PROD-0070,LOC-0044,1,209.02,310.6,0.0,27.72,310.6,73.86,Shipped,Cash on Delivery,2022-09-11,11,9,September,Q3,2022,Sunday,Amy Iyer,Female,35-44,Atmos AG 65 Backpack,Sports,Outdoor,Osprey,France,Ile-de-France,Paris,North
ORD-0002366,20220912,CUST-00400,PROD-0056,LOC-0018,2,117.35,159.57,29.16,29.32,289.98,25.96,Delivered,Cash on Delivery,2022-09-12,12,9,September,Q3,2022,Monday,Daniel Becker,Male,35-44,AF101 Air Fryer 4Qt,Home & Kitchen,Appliances,Ninja,UK,Scotland,Edinburgh,North
ORD-0002367,20220912,CUST-00287,PROD-0050,LOC-0015,3,127.38,218.61,0.0,9.22,655.83,264.47,Delivered,Debit Card,2022-09-12,12,9,September,Q3,2022,Monday,Kenji Johnson,Male,45-54,Align High-Rise Leggings,Clothing,Sportswear,Lululemon,Canada,Ontario,Ottawa,East
ORD-0002368,20220912,CUST-00207,PROD-0076,LOC-0040,1,67.08,138.97,0.0,9.83,138.97,62.06,Delivered,Credit Card,2022-09-12,12,9,September,Q3,2022,Monday,Daniel Hall,Male,35-44,Protini Polypeptide Cream,Beauty,Skincare,Drunk Elephant,Germany,Hamburg,Hamburg,North
ORD-0002369,20220912,CUST-00328,PROD-0065,LOC-0009,1,43.75,71.54,0.62,10.67,70.92,16.5,Delivered,Credit Card,2022-09-12,12,9,September,Q3,2022,Monday,Sandra Hughes,Female,25-34,Bike Mat,Sports,Fitness,Peloton,USA,Arizona,Phoenix,West
ORD-0002370,20220912,CUST-00220,PROD-0012,LOC-0051,1,1297.75,1606.25,0.0,19.69,1606.25,288.81,Delivered,Debit Card,2022-09-12,12,9,September,Q3,2022,Monday,Fatima Hall,Female,35-44,ROG Zephyrus G14,Electronics,Laptops,ASUS,Japan,Osaka,Osaka,West
ORD-0002371,20220913,CUST-00038,PROD-0018,LOC-0023,1,280.66,325.22,0.0,11.8,325.22,32.76,Delivered,Credit Card,2022-09-13,13,9,September,Q3,2022,Tuesday,Diana Sanchez,Female,45-54,QuietComfort 45,Electronics,Audio,Bose,UK,Northern Ireland,Belfast,North
ORD-0002372,20220913,CUST-00318,PROD-0063,LOC-0036,3,98.13,129.42,0.0,17.07,388.26,76.8,Delivered,UPI,2022-09-13,13,9,September,Q3,2022,Tuesday,Isabella Walker,Female,25-34,Mattress Protector Queen,Home & Kitchen,Bedding,Purple,India,West Bengal,Kolkata,East
ORD-0002373,20220913,CUST-00328,PROD-0039,LOC-0031,1,90.0,152.34,0.0,12.41,152.34,49.93,Delivered,UPI,2022-09-13,13,9,September,Q3,2022,Tuesday,Sandra Hughes,Female,25-34,Classic Denim Jacket,Clothing,Women's Wear,Gap,India,Karnataka,Bangalore,South
ORD-0002374,20220913,CUST-00059,PROD-0047,LOC-0047,3,66.57,120.81,0.0,29.18,362.43,133.54,Delivered,Debit Card,2022-09-13,13,9,September,Q3,2022,Tuesday,Amelia Sharma,Female,35-44,Therma-FIT Hoodie,Clothing,Sportswear,Nike,France,Occitanie,Toulouse,Southwest
ORD-0002375,20220913,CUST-00320,PROD-0043,LOC-0049,1,176.1,328.72,0.0,11.72,328.72,140.9,Delivered,Debit Card,2022-09-13,13,9,September,Q3,2022,Tuesday,Isabella Allen,Female,18-24,990v5 Running Shoe,Clothing,Footwear,New Balance,France,Hauts-de-France,Lille,North
ORD-0002376,20220914,CUST-00038,PROD-0065,LOC-0044,1,45.72,69.51,0.0,17.27,69.51,6.52,Cancelled,Cash on Delivery,2022-09-14,14,9,September,Q3,2022,Wednesday,Diana Sanchez,Female,45-54,Bike Mat,Sports,Fitness,Peloton,France,Ile-de-France,Paris,North
ORD-0002377,20220914,CUST-00316,PROD-0056,LOC-0020,2,108.94,162.63,0.0,29.36,325.26,78.02,Delivered,Credit Card,2022-09-14,14,9,September,Q3,2022,Wednesday,Donald Patel,Male,35-44,AF101 Air Fryer 4Qt,Home & Kitchen,Appliances,Ninja,UK,England,Birmingham,Midlands
ORD-0002378,20220914,CUST-00287,PROD-0045,LOC-0044,1,69.01,97.62,0.0,9.37,97.62,19.24,Delivered,Cash on Delivery,2022-09-14,14,9,September,Q3,2022,Wednesday,Kenji Johnson,Male,45-54,Old Skool Sneakers,Clothing,Footwear,Vans,France,Ile-de-France,Paris,North
ORD-0002379,20220914,CUST-00317,PROD-0015,LOC-0011,1,735.84,838.93,59.6,11.01,779.33,32.48,Cancelled,Credit Card,2022-09-14,14,9,September,Q3,2022,Wednesday,Joseph Moreau,Male,18-24,Galaxy Tab S9,Electronics,Tablets,Samsung,Canada,Ontario,Toronto,East
ORD-0002380,20220914,CUST-00241,PROD-0094,LOC-0019,3,16.32,18.19,1.08,12.92,53.49,-8.39,Cancelled,Credit Card,2022-09-14,14,9,September,Q3,2022,Wednesday,Helen Hernandez,Female,45-54,Vitamin D3 Gummies x90,Grocery,Health,Nature Made,UK,England,Manchester,North
ORD-0002381,20220915,CUST-00191,PROD-0060,LOC-0045,1,673.83,995.52,0.0,28.45,995.52,293.24,Delivered,Debit Card,2022-09-15,15,9,September,Q3,2022,Thursday,Amanda Nair,Female,18-24,V15 Detect Vacuum,Home & Kitchen,Appliances,Dyson,France,Auvergne-Rhone-Alpes,Lyon,Southeast
ORD-0002382,20220915,CUST-00136,PROD-0060,LOC-0024,1,606.84,901.77,0.0,28.88,901.77,266.05,Delivered,Credit Card,2022-09-15,15,9,September,Q3,2022,Thursday,Thomas Sato,Male,45-54,V15 Detect Vacuum,Home & Kitchen,Appliances,Dyson,Australia,New South Wales,Sydney,East
ORD-0002383,20220915,CUST-00162,PROD-0065,LOC-0051,3,47.79,73.01,0.0,33.56,219.03,42.1,Shipped,Cash on Delivery,2022-09-15,15,9,September,Q3,2022,Thursday,Daisuke Kumar,Male,45-54,Bike Mat,Sports,Fitness,Peloton,Japan,Osaka,Osaka,West
ORD-0002384,20220915,CUST-00340,PROD-0053,LOC-0042,1,31.45,44.99,0.0,30.11,44.99,-16.57,Shipped,Credit Card,2022-09-15,15,9,September,Q3,2022,Thursday,Sandra Lewis,Female,25-34,Cast Iron Skillet 12-Inch,Home & Kitchen,Cookware,Lodge,Germany,Baden-Wuerttemberg,Stuttgart,South
ORD-0002385,20220915,CUST-00021,PROD-0084,LOC-0052,5,17.1,20.66,12.17,17.61,91.13,-11.98,Delivered,Credit Card,2022-09-15,15,9,September,Q3,2022,Thursday,Joyce Walker,Female,55+,Atomic Habits (James Clear),Books,Fiction,Penguin,Japan,Kanagawa,Yokohama,East
ORD-0002386,20220916,CUST-00207,PROD-0058,LOC-0054,1,428.82,616.35,0.0,94.71,616.35,92.82,Delivered,Credit Card,2022-09-16,16,9,September,Q3,2022,Friday,Daniel Hall,Male,35-44,Stand Mixer 5Qt,Home & Kitchen,Appliances,KitchenAid,Japan,Hokkaido,Sapporo,North
ORD-0002387,20220916,CUST-00412,PROD-0067,LOC-0029,1,80.76,106.22,0.0,15.16,106.22,10.3,Returned,Debit Card,2022-09-16,16,9,September,Q3,2022,Friday,Melissa Davis,Female,35-44,GO Suspension Trainer,Sports,Fitness,TRX,Australia,Australian Capital Territory,Canberra,East
ORD-0002388,20220916,CUST-00244,PROD-0002,LOC-0049,3,791.28,968.18,0.0,13.63,2904.54,517.07,Delivered,Credit Card,2022-09-16,16,9,September,Q3,2022,Friday,Joyce Schulz,Female,35-44,iPhone 13,Electronics,Smartphones,Apple,France,Hauts-de-France,Lille,North
ORD-0002389,20220916,CUST-00319,PROD-0051,LOC-0044,2,124.3,158.13,22.18,22.23,294.08,23.25,Shipped,Credit Card,2022-09-16,16,9,September,Q3,2022,Friday,Olivia Schulz,Female,35-44,D3 Stainless 12-Inch Pan,Home & Kitchen,Cookware,All-Clad,France,Ile-de-France,Paris,North
ORD-0002390,20220916,CUST-00306,PROD-0028,LOC-0049,1,79.29,90.0,5.33,7.47,84.67,-2.09,Delivered,Cash on Delivery,2022-09-16,16,9,September,Q3,2022,Friday,Charlotte Campbell,Female,45-54,MX Master 3 Mouse,Electronics,Accessories,Logitech,France,Hauts-de-France,Lille,North
ORD-0002391,20220917,CUST-00401,PROD-0065,LOC-0044,1,48.27,73.43,6.51,19.13,66.92,-0.48,Delivered,Credit Card,2022-09-17,17,9,September,Q3,2022,Saturday,Tyler Laurent,Male,35-44,Bike Mat,Sports,Fitness,Peloton,France,Ile-de-France,Paris,North
ORD-0002392,20220917,CUST-00237,PROD-0062,LOC-0015,1,87.48,110.09,0.0,8.21,110.09,14.4,Returned,Credit Card,2022-09-17,17,9,September,Q3,2022,Saturday,Harper Hernandez,Female,35-44,Wave Hybrid Pillow,Home & Kitchen,Bedding,Casper,Canada,Ontario,Ottawa,East
ORD-0002393,20220917,CUST-00138,PROD-0026,LOC-0008,1,75.33,93.58,0.0,7.86,93.58,10.39,Delivered,Cash on Delivery,2022-09-17,17,9,September,Q3,2022,Saturday,Hassan Adams,Male,35-44,PowerCore 26800 mAh,Electronics,Accessories,Anker,USA,Washington,Seattle,West
ORD-0002394,20220918,CUST-00316,PROD-0056,LOC-0045,1,104.81,158.49,10.97,34.71,147.52,8.0,Delivered,Credit Card,2022-09-18,18,9,September,Q3,2022,Sunday,Donald Patel,Male,35-44,AF101 Air Fryer 4Qt,Home & Kitchen,Appliances,Ninja,France,Auvergne-Rhone-Alpes,Lyon,Southeast
ORD-0002395,20220918,CUST-00418,PROD-0017,LOC-0012,2,339.0,410.27,0.0,8.48,820.54,134.06,Delivered,Debit Card,2022-09-18,18,9,September,Q3,2022,Sunday,Brandon Hernandez,Male,35-44,WH-1000XM5 Headphones,Electronics,Audio,Sony,Canada,British Columbia,Vancouver,West
ORD-0002396,20220918,CUST-00385,PROD-0090,LOC-0012,2,12.42,14.42,0.0,16.62,28.84,-12.62,Returned,Debit Card,2022-09-18,18,9,September,Q3,2022,Sunday,Harper Watanabe,Female,35-44,Pike Place Ground Coffee 1lb,Grocery,Coffee & Tea,Starbucks,Canada,British Columbia,Vancouver,West
ORD-0002397,20220919,CUST-00121,PROD-0063,LOC-0001,1,86.25,120.08,0.0,5.34,120.08,28.49,Delivered,Credit Card,2022-09-19,19,9,September,Q3,2022,Monday,Justin Williams,Male,35-44,Mattress Protector Queen,Home & Kitchen,Bedding,Purple,USA,California,Los Angeles,West
ORD-0002398,20220919,CUST-00285,PROD-0029,LOC-0054,1,35.54,39.91,0.0,5.3,39.91,-0.93,Delivered,Cash on Delivery,2022-09-19,19,9,September,Q3,2022,Monday,Susan Harris,Female,35-44,65W USB-C Charger,Electronics,Accessories,Samsung,Japan,Hokkaido,Sapporo,North
ORD-0002399,20220919,CUST-00259,PROD-0009,LOC-0001,2,1565.72,1979.98,0.0,20.73,3959.96,807.79,Delivered,Credit Card,2022-09-19,19,9,September,Q3,2022,Monday,Robert Hill,Male,55+,XPS 15,Electronics,Laptops,Dell,USA,California,Los Angeles,West
ORD-0002400,20220919,CUST-00324,PROD-0040,LOC-0054,1,108.13,179.47,0.0,13.15,179.47,58.19,Delivered,Cash on Delivery,2022-09-19,19,9,September,Q3,2022,Monday,Kathleen Jones,Female,45-54,Wrap Midi Skirt,Clothing,Women's Wear,Anthropologie,Japan,Hokkaido,Sapporo,North
ORD-0002401,20220919,CUST-00306,PROD-0025,LOC-0024,1,300.15,366.99,0.0,9.15,366.99,57.69,Delivered,Credit Card,2022-09-19,19,9,September,Q3,2022,Monday,Charlotte Campbell,Female,45-54,HERO11 Black,Electronics,Cameras,GoPro,Australia,New South Wales,Sydney,East
ORD-0002402,20220920,CUST-00245,PROD-0036,LOC-0007,1,57.4,90.72,0.0,8.15,90.72,25.17,Delivered,Debit Card,2022-09-20,20,9,September,Q3,2022,Tuesday,Mohammed Harris,Male,35-44,Floral Midi Dress,Clothing,Women's Wear,Zara,USA,Illinois,Chicago,Midwest
ORD-0002403,20220920,CUST-00151,PROD-0084,LOC-0006,2,14.72,19.23,0.0,4.9,38.46,4.12,Delivered,Credit Card,2022-09-20,20,9,September,Q3,2022,Tuesday,Benjamin Hall,Male,25-34,Atomic Habits (James Clear),Books,Fiction,Penguin,USA,Florida,Miami,Southeast
ORD-0002404,20220920,CUST-00100,PROD-0095,LOC-0002,2,30.21,34.51,2.76,10.34,66.26,-4.5,Returned,Credit Card,2022-09-20,20,9,September,Q3,2022,Tuesday,Stephen Iyer,Male,35-44,Gold Standard Whey 2lb,Grocery,Health,Optimum Nutrition,USA,California,San Francisco,West
ORD-0002405,20220920,CUST-00113,PROD-0103,LOC-0051,3,83.31,117.87,0.0,8.71,353.61,94.97,Delivered,Credit Card,2022-09-20,20,9,September,Q3,2022,Tuesday,Amanda Gonzalez,Female,35-44,C920 HD Webcam,Office,Electronics,Logitech,Japan,Osaka,Osaka,West
ORD-0002406,20220920,CUST-00220,PROD-0003,LOC-0025,2,929.33,1109.38,38.38,11.88,2180.38,309.84,Cancelled,Debit Card,2022-09-20,20,9,September,Q3,2022,Tuesday,Fatima Hall,Female,35-44,Galaxy S23 Ultra,Electronics,Smartphones,Samsung,Australia,Victoria,Melbourne,South
ORD-0002407,20220921,CUST-00206,PROD-0019,LOC-0041,2,238.58,292.09,0.0,6.49,584.18,100.53,Shipped,Debit Card,2022-09-21,21,9,September,Q3,2022,Wednesday,Kevin Dupont,Male,35-44,AirPods Pro 2nd Gen,Electronics,Audio,Apple,Germany,North Rhine-Westphalia,Cologne,West
ORD-0002408,20220921,CUST-00207,PROD-0023,LOC-0024,1,2672.67,3017.3,0.0,8.14,3017.3,336.49,Delivered,Credit Card,2022-09-21,21,9,September,Q3,2022,Wednesday,Daniel Hall,Male,35-44,EOS R6 Mark II,Electronics,Cameras,Canon,Australia,New South Wales,Sydney,East
ORD-0002409,20220921,CUST-00122,PROD-0082,LOC-0049,2,54.0,104.91,0.0,9.29,209.82,92.53,Delivered,Debit Card,2022-09-21,21,9,September,Q3,2022,Wednesday,Liam Moore,Male,35-44,Naked3 Eyeshadow Palette,Beauty,Makeup,Urban Decay,France,Hauts-de-France,Lille,North
ORD-0002410,20220921,CUST-00292,PROD-0044,LOC-0029,1,72.34,111.56,0.0,9.8,111.56,29.42,Pending,Debit Card,2022-09-21,21,9,September,Q3,2022,Wednesday,Jessica Hughes,Female,55+,Chuck Taylor All Star,Clothing,Footwear,Converse,Australia,Australian Capital Territory,Canberra,East
ORD-0002411,20220921,CUST-00248,PROD-0043,LOC-0008,1,196.95,294.37,35.38,5.8,258.99,56.24,Delivered,Credit Card,2022-09-21,21,9,September,Q3,2022,Wednesday,Evelyn Brown,Female,18-24,990v5 Running Shoe,Clothing,Footwear,New Balance,USA,Washington,Seattle,West
